,Order,SubjectID,ServerTimestamp,AssignmentID,ProblemID,Attempt,CodeStateID,Score,Code,Between,N Way,2xN,Other,OtherReason
220,121023,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 03:21 AM,439,1,1,a218d27ea1b6d02ecaf0029dc4f2af1afb3f14bf,1,"public int sortaSum(int a, int b)
{
    if ((a+b) >= 10 && (a+b) <= 19)
    {
        return 20;
    }
    
    else
    {
        return a+b;
    }
    
}
",0,0,0,0,
221,136421,4a914e5c38172ae9b61780ffbd0b2f90,02/25/19 03:32 AM,439,3,1,b51f878c90a074a0086180dbb241f4a9425caf84,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if ((n >= 1 && n <= 10) && (!outsideMode))
    {
        return true;
    }
    
    if ((n <= 1) && (outsideMode))
    {
        return true;
    }
    
    else
    {
        return false;
    }
    
}
",1,0,0,0,
222,10313,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:14 AM,439,234,1,da73b841a248d142a28576d3a454717c0bf20274,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (!isweekend)
    {
        if (cigar >= 40 && cigar <= 60 )
        {
            return true;
        }
        
        else
        {
            return false;
        }
    
    }
    
    else 
    {
        if (cigar >= 40 )
        {
            return true;
        }
        
        else
        {
            return false;
        }
    }
}
",0,0,0,1,typo
223,26618,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 12:51 AM,439,13,2,fac1e12bfec0c90865ba3c43d3baabac693e6844,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    realspeed = speed;
    
    if (isBirthday)
    {
        realspeed = realspeed - 5; 
    }
    
    
    if (realspeed <= 60)
    {
        return 0;
    }
    
    else if (realspeed >= 61  && realspeed <= 81)
    {
        return 1;
    }
    
    else 
    {
        return 2;
    }
        
}
",1,0,0,1,define variable
224,37163,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:35 AM,439,12,1,7ef45ae43bd979da5561b8458ab198bacbbf985d,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (!isSummer)
    {
        if ( temp >=  60 && temp <= 90)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    
    else
    {
        if ( temp >=  60 && temp <= 100)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
}
",0,0,0,0,
225,41368,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:04 AM,439,232,2,c6b74a206889ea96985c0ba30cf44975254489df,0,"public String alarmClock(int day, boolean vacation)
{
    if (vacation)
    {
    if ( day <= 5)
        {
            return ""10:00"";
        }
        
        else 
        {
            return ""off"";
        }
    }
    
    else 
    {
        if ( day <= 5)
        {
            return ""7:00"";
        }
        
        else 
        {
            return ""10:00"";
        }
    }
}
",1,0,0,0,
226,59898,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:25 AM,439,233,1,90f51ceb993d45f2f6551682aab095f1d1c43e79,1,"public boolean love6(int a, int b)
{
    if ( a == 6 || b == 6 || a-b == 6 || b-a ==6 || a+b ==6)
    {
        return true;
    }
    
    else 
    {
        return false;
    }
}
",0,0,0,0,
227,65525,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:22 AM,439,5,1,1f39c2a1dab9aca0faacddd9e29978a83bdaf261,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (!isAsleep)
    {
        if (isMom)
        {
            return true;
        }
        
        else
        {
            if (!isMorning)
            {
                return true;
            }  
            else 
            {
                return false;
            }
        }
        
    }
    else 
    {
        return false;
    }
}
",0,0,0,0,
228,68927,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:08 AM,439,235,1,f2d746c95b99674a8d6782dbbf9286f0302829da,0,"public int dateFashion(int you, int date)
{
    if ( you >= 8 || date >=8)
    {
        return 2;
    }
    
    else if ( you <= 2 || date <= 2)
    {
        return 0;
    }
    else
    {
        return 1;
    }
}

",0,1,0,0,
229,76896,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:18 AM,439,236,2,d30fe3a397de49e23d161bb2fde5f96c1895bf95,0,"public int greenTicket(int a, int b, int c)
{
    if ( a == b && b == c)
    {
        return 20;
    }
    
    else if ( a == b || a == c)
    {
        return 10;
    }
    
    else 
    {
        return 0;
    }
    
}
",0,0,0,0,
230,119564,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:29 AM,439,1,1,7c7cc9cd5a3094130500bccfc36c5732dc08cb47,1,"public int sortaSum(int a, int b)
{
    if ( Integer.sum(a,b) >= 10 && Integer.sum(a,b) <= 19)
    {
        return 20;
    }
    
    else 
    {
        return Integer.sum(a,b);
    }
}
",0,0,0,0,
231,134211,47c25f64f2b40398afb5cd9e67e53f28,02/24/19 01:33 AM,439,3,1,84b63da8639d80680eb7c605093d698360879b96,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if ( outsideMode)
    {
        if (n <= 1 || n >= 10)
        {
            return true;
        }
        
        else 
        {
            return false;
        }
    }
    
    else 
    {
        if ( n >= 1 && n <= 10)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
}
",0,0,0,0,
232,34967,907372450aa412b4647b9b8a64967f71,02/25/19 02:19 AM,439,13,4,dab636b634b4fcebfdd06dba022dfe603a1cc0d1,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
if (speed = 0);
    return ""no ticket"";
         
     
    
    
}
",1,0,1,1,
233,46719,907372450aa412b4647b9b8a64967f71,02/25/19 02:58 AM,439,232,3,b62b2aacb8b36a2d4c88c9302e05aa769a74c64e,0,"public String alarmClock(int day, boolean vacation)
{
    if (alarmClock(1, false))
    {
        return ""7:00"";
    }
    
}
",1,0,1,1,
